,path,res_num,dir_name,tmscore,gdtts
"('casp9/T0590', 17232)",casp9/T0590/BHAGEERATH_TS3.npz,75,casp9/T0590,0.1635,0.1833
"('casp9/T0590', 62804)",casp9/T0590/LOOPP_Austin_TS3.npz,75,casp9/T0590,0.1777,0.2167
"('casp9/T0590', 89700)",casp9/T0590/3D-JIGSAW_V4-5_TS5.npz,75,casp9/T0590,0.6683,0.6867
"('casp9/T0590', 34237)",casp9/T0590/pro-sp3-TASSER_TS5.npz,75,casp9/T0590,0.61,0.6233
"('casp9/T0590', 62137)",casp9/T0590/CLEF-Server_TS5.npz,75,casp9/T0590,0.2179,0.25
"('casp9/T0590', 93464)",casp9/T0590/GSmetaserver_TS2.npz,75,casp9/T0590,0.5632,0.58
"('casp9/T0590', 62527)",casp9/T0590/FALCON-SWIFT_TS2.npz,75,casp9/T0590,0.5074,0.5467
"('casp9/T0590', 3599)",casp9/T0590/chuo-fams_TS3.npz,75,casp9/T0590,0.7164,0.7267
"('casp9/T0590', 76723)",casp9/T0590/PconsD_TS1.npz,75,casp9/T0590,0.7451,0.77
"('casp9/T0590', 38440)",casp9/T0590/MULTICOM-CLUSTER_TS2.npz,75,casp9/T0590,0.7316,0.7533
"('casp9/T0590', 80725)",casp9/T0590/Zhang-Server_TS5.npz,75,casp9/T0590,0.7554,0.77
"('casp9/T0590', 32132)",casp9/T0590/RaptorX-Boost_TS2.npz,75,casp9/T0590,0.7154,0.74
"('casp9/T0590', 64071)",casp9/T0590/RaptorX_TS2.npz,75,casp9/T0590,0.7154,0.74
"('casp9/T0590', 104392)",casp9/T0590/Jiang_THREADER_TS4.npz,75,casp9/T0590,0.5121,0.5467
"('casp9/T0590', 41746)",casp9/T0590/MUSICS_server_TS1.npz,75,casp9/T0590,0.1583,0.17
"('casp9/T0590', 107551)",casp9/T0590/MUSICS-2S_TS4.npz,75,casp9/T0590,0.5186,0.5367
"('casp9/T0590', 16381)",casp9/T0590/BHAGEERATH_TS2.npz,75,casp9/T0590,0.1746,0.1833
"('casp9/T0590', 56255)",casp9/T0590/FALCON-SWIFT_TS5.npz,75,casp9/T0590,0.2179,0.25
"('casp9/T0590', 68187)",casp9/T0590/Jiang_THREADER_TS3.npz,75,casp9/T0590,0.525,0.5567
"('casp9/T0590', 84891)",casp9/T0590/MUSICS-2S_TS5.npz,75,casp9/T0590,0.5218,0.5433
"('casp9/T0590', 110912)",casp9/T0590/SAM-T06-server_TS2.npz,74,casp9/T0590,0.725,0.7433
"('casp9/T0590', 25638)",casp9/T0590/MULTICOM-NOVEL_TS4.npz,75,casp9/T0590,0.7567,0.7767
"('casp9/T0590', 72111)",casp9/T0590/Bilab-ENABLE_TS5.npz,75,casp9/T0590,0.4632,0.4833
"('casp9/T0590', 4799)",casp9/T0590/MUSTER_TS2.npz,75,casp9/T0590,0.1806,0.2
"('casp9/T0590', 103639)",casp9/T0590/Ma-OPUS-server_TS3.npz,75,casp9/T0590,0.1965,0.2133
"('casp9/T0590', 39952)",casp9/T0590/HHpredB_TS1.npz,75,casp9/T0590,0.7486,0.7733
"('casp9/T0590', 36233)",casp9/T0590/circle_TS5.npz,74,casp9/T0590,0.7271,0.7367
"('casp9/T0590', 89360)",casp9/T0590/SAM-T06-server_TS5.npz,70,casp9/T0590,0.456,0.4933
"('casp9/T0590', 100091)",casp9/T0590/PconsR_TS2.npz,73,casp9/T0590,0.7336,0.7533
"('casp9/T0590', 30918)",casp9/T0590/MUFOLD-Server_TS2.npz,75,casp9/T0590,0.7382,0.76
"('casp9/T0590', 86936)",casp9/T0590/Jiang_Assembly_TS5.npz,75,casp9/T0590,0.5161,0.5433
"('casp9/T0590', 13226)",casp9/T0590/CLEF-Server_TS4.npz,75,casp9/T0590,0.6697,0.6933
"('casp9/T0590', 59645)",casp9/T0590/panther_TS5.npz,74,casp9/T0590,0.1481,0.1733
"('casp9/T0590', 103612)",casp9/T0590/FUGUE_KM_AL2.npz,75,casp9/T0590,0.7274,0.7467
"('casp9/T0590', 21803)",casp9/T0590/PLATO_TS5.npz,75,casp9/T0590,0.1962,0.2233
"('casp9/T0590', 74984)",casp9/T0590/QUARK_TS1.npz,75,casp9/T0590,0.7457,0.76
"('casp9/T0590', 47267)",casp9/T0590/SAM-T02-server_AL1.npz,73,casp9/T0590,0.716,0.7367
"('casp9/T0590', 55561)",casp9/T0590/MULTICOM-REFINE_TS3.npz,75,casp9/T0590,0.7412,0.76
"('casp9/T0590', 30684)",casp9/T0590/pro-sp3-TASSER_TS3.npz,75,casp9/T0590,0.5760000000000001,0.6133
"('casp9/T0590', 17285)",casp9/T0590/SAM-T08-server_TS5.npz,67,casp9/T0590,0.4999,0.5333
"('casp9/T0590', 34805)",casp9/T0590/rehtnap_TS3.npz,58,casp9/T0590,0.3972,0.4233
"('casp9/T0590', 35781)",casp9/T0590/ProfileCRF_TS2.npz,75,casp9/T0590,0.6397,0.6667
"('casp9/T0590', 26680)",casp9/T0590/RBO-PROTEUS_TS5.npz,75,casp9/T0590,0.2175,0.2567
"('casp9/T0590', 64152)",casp9/T0590/BAKER-ROSETTASERVER_TS4.npz,75,casp9/T0590,0.7293,0.7467
"('casp9/T0590', 58165)",casp9/T0590/ConStruct_TS1.npz,75,casp9/T0590,0.1927,0.2133
"('casp9/T0590', 71574)",casp9/T0590/IntFOLD-TS_TS4.npz,75,casp9/T0590,0.7199,0.7467
"('casp9/T0590', 105113)",casp9/T0590/Wolfson-serv_TS2.npz,75,casp9/T0590,0.6809999999999999,0.71
"('casp9/T0590', 67798)",casp9/T0590/circle_TS3.npz,73,casp9/T0590,0.607,0.6433
"('casp9/T0590', 2145)",casp9/T0590/MidwayFoldingServer_TS1.npz,75,casp9/T0590,0.4288,0.4667
"('casp9/T0590', 28259)",casp9/T0590/Atome2_CBS_TS5.npz,75,casp9/T0590,0.3605,0.38
"('casp9/T0591', 50269)",casp9/T0591/Zhang-Server_TS4.npz,396,casp9/T0591,0.7688,0.5499
"('casp9/T0591', 57518)",casp9/T0591/pro-sp3-TASSER_TS4.npz,396,casp9/T0591,0.8734,0.6774
"('casp9/T0591', 3872)",casp9/T0591/MUSICS-2S_TS2.npz,396,casp9/T0591,0.8999,0.7399
"('casp9/T0591', 20132)",casp9/T0591/RaptorX-MSA_TS1.npz,396,casp9/T0591,0.8858,0.6970000000000001
"('casp9/T0591', 89997)",casp9/T0591/PconsD_TS4.npz,396,casp9/T0591,0.8773,0.7033
"('casp9/T0591', 26094)",casp9/T0591/ProfileCRF_TS3.npz,396,casp9/T0591,0.8922,0.7077
"('casp9/T0591', 20603)",casp9/T0591/Pcomb_TS4.npz,388,casp9/T0591,0.8640000000000001,0.685
"('casp9/T0591', 52644)",casp9/T0591/FFAS03_TS4.npz,388,casp9/T0591,0.8591,0.6881
"('casp9/T0591', 21344)",casp9/T0591/3D-JIGSAW_V4-5_TS2.npz,394,casp9/T0591,0.8706,0.6837
"('casp9/T0591', 18268)",casp9/T0591/Distill_TS1.npz,396,casp9/T0591,0.8839,0.7134
"('casp9/T0591', 27736)",casp9/T0591/QUARK_TS2.npz,396,casp9/T0591,0.8629,0.6875
"('casp9/T0591', 137)",casp9/T0591/MULTICOM-CLUSTER_TS2.npz,396,casp9/T0591,0.8999,0.7348
"('casp9/T0591', 6008)",casp9/T0591/PconsM_TS2.npz,396,casp9/T0591,0.8824,0.7014
"('casp9/T0591', 24408)",casp9/T0591/SAM-T02-server_AL2.npz,375,casp9/T0591,0.8393,0.6723
"('casp9/T0591', 36217)",casp9/T0591/Zhang-Server_TS2.npz,396,casp9/T0591,0.8896,0.7128
"('casp9/T0591', 30716)",casp9/T0591/FFAS03ss_TS3.npz,388,casp9/T0591,0.8594,0.6806
"('casp9/T0591', 67573)",casp9/T0591/ProQ2_TS1.npz,391,casp9/T0591,0.8683,0.6938
"('casp9/T0591', 71800)",casp9/T0591/Ma-OPUS-server_TS5.npz,396,casp9/T0591,0.862,0.6547
"('casp9/T0591', 59780)",casp9/T0591/prdos2_TS2.npz,396,casp9/T0591,0.8904,0.7203
"('casp9/T0591', 30474)",casp9/T0591/LenServer_TS2.npz,396,casp9/T0591,0.2114,0.1162
"('casp9/T0591', 69373)",casp9/T0591/pro-sp3-TASSER_TS1.npz,396,casp9/T0591,0.8845,0.7102
"('casp9/T0591', 76357)",casp9/T0591/YASARA_TS1.npz,391,casp9/T0591,0.8598,0.6875
"('casp9/T0591', 110051)",casp9/T0591/FFAS03n_TS3.npz,387,casp9/T0591,0.8333,0.6484
"('casp9/T0591', 87992)",casp9/T0591/panther_TS4.npz,389,casp9/T0591,0.8422,0.6723
"('casp9/T0591', 51263)",casp9/T0591/Jiang_THREADER_TS2.npz,396,casp9/T0591,0.882,0.6995
"('casp9/T0591', 2342)",casp9/T0591/RBO-PROTEUS_TS4.npz,396,casp9/T0591,0.1647,0.0814
"('casp9/T0591', 11338)",casp9/T0591/FUGUE_KM_AL4.npz,354,casp9/T0591,0.7751,0.6218
"('casp9/T0591', 15665)",casp9/T0591/pro-sp3-TASSER_TS5.npz,396,casp9/T0591,0.8759,0.6862
"('casp9/T0591', 92622)",casp9/T0591/Pcons_TS4.npz,388,casp9/T0591,0.8640000000000001,0.685
"('casp9/T0591', 43270)",casp9/T0591/Ma-OPUS-server_TS3.npz,396,casp9/T0591,0.8764,0.6944
"('casp9/T0591', 98530)",casp9/T0591/STAT-PROTEUS_TS5.npz,396,casp9/T0591,0.23399999999999999,0.13699999999999998
"('casp9/T0591', 103523)",casp9/T0591/3D-JIGSAW_V4-5_TS3.npz,394,casp9/T0591,0.8708,0.6831
"('casp9/T0591', 11659)",casp9/T0591/Seok-server_TS1.npz,396,casp9/T0591,0.893,0.7311
"('casp9/T0591', 108525)",casp9/T0591/CLEF-Server_TS2.npz,396,casp9/T0591,0.8787,0.6932
"('casp9/T0591', 55495)",casp9/T0591/MUSTER_TS1.npz,396,casp9/T0591,0.8837,0.6957
"('casp9/T0591', 85504)",casp9/T0591/FUGUE_KM_AL1.npz,381,casp9/T0591,0.6879,0.4602
"('casp9/T0591', 67192)",casp9/T0591/GSmetaserver_TS5.npz,396,casp9/T0591,0.877,0.6944
"('casp9/T0591', 101415)",casp9/T0591/Distill_TS3.npz,395,casp9/T0591,0.8744,0.6995
"('casp9/T0591', 82767)",casp9/T0591/SAM-T02-server_AL5.npz,372,casp9/T0591,0.8224,0.6515
"('casp9/T0591', 8932)",casp9/T0591/Pcomb_TS5.npz,391,casp9/T0591,0.8614,0.6799
"('casp9/T0591', 51135)",casp9/T0591/LOOPP_Austin_TS3.npz,392,casp9/T0591,0.7005,0.3864
"('casp9/T0591', 26550)",casp9/T0591/MULTICOM-NOVEL_TS5.npz,396,casp9/T0591,0.8822,0.7102
"('casp9/T0591', 35019)",casp9/T0591/chunk-TASSER_TS3.npz,396,casp9/T0591,0.8672,0.6692
"('casp9/T0591', 76415)",casp9/T0591/CLEF-Server_TS3.npz,396,casp9/T0591,0.8699,0.6837
"('casp9/T0591', 70224)",casp9/T0591/Pcomb_TS2.npz,396,casp9/T0591,0.8705,0.6932
"('casp9/T0591', 26241)",casp9/T0591/PconsM_TS1.npz,396,casp9/T0591,0.8758,0.7045
"('casp9/T0591', 35825)",casp9/T0591/Pcons_TS1.npz,396,casp9/T0591,0.8807,0.7058
"('casp9/T0591', 83778)",casp9/T0591/Zhang-Server_TS5.npz,396,casp9/T0591,0.8726,0.6957
"('casp9/T0591', 101015)",casp9/T0591/Wolfson-serv_TS1.npz,396,casp9/T0591,0.8769,0.6787
"('casp9/T0591', 71112)",casp9/T0591/MULTICOM-CONSTRUCT_TS4.npz,396,casp9/T0591,0.8777,0.7247
"('casp9/T0591', 55153)",casp9/T0591/MUSTER_TS3.npz,396,casp9/T0591,0.8736,0.6995
"('casp9/T0591', 99547)",casp9/T0591/CLEF-Server_TS1.npz,396,casp9/T0591,0.8818,0.7045
"('casp9/T0591', 62273)",casp9/T0591/SAM-T06-server_TS3.npz,356,casp9/T0591,0.8031,0.637
"('casp9/T0591', 90519)",casp9/T0591/RBO-PROTEUS_TS5.npz,396,casp9/T0591,0.1785,0.1231
"('casp9/T0591', 52987)",casp9/T0591/HHpredB_TS1.npz,396,casp9/T0591,0.8847,0.7311
"('casp9/T0591', 14683)",casp9/T0591/PconsD_TS3.npz,396,casp9/T0591,0.8767,0.7064
"('casp9/T0591', 62225)",casp9/T0591/prdos2_TS5.npz,396,casp9/T0591,0.8552,0.6774
"('casp9/T0591', 26717)",casp9/T0591/GSmetaserver_TS1.npz,382,casp9/T0591,0.8437,0.6755
"('casp9/T0591', 64318)",casp9/T0591/BAKER-ROSETTASERVER_TS3.npz,396,casp9/T0591,0.8709,0.6894
"('casp9/T0591', 115259)",casp9/T0591/Wolfson-serv_TS5.npz,396,casp9/T0591,0.8297,0.6105
"('casp9/T0591', 86495)",casp9/T0591/ProQ2_TS4.npz,395,casp9/T0591,0.8666,0.6604
"('casp9/T0591', 77279)",casp9/T0591/MULTICOM-REFINE_TS4.npz,396,casp9/T0591,0.8823,0.7235
"('casp9/T0591', 80323)",casp9/T0591/MUSTER_TS4.npz,396,casp9/T0591,0.8699,0.6806
"('casp9/T0591', 1075)",casp9/T0591/RaptorX_TS1.npz,396,casp9/T0591,0.8834,0.6938
"('casp9/T0591', 72024)",casp9/T0591/BHAGEERATH_TS3.npz,396,casp9/T0591,0.1461,0.065
"('casp9/T0591', 77509)",casp9/T0591/circle_TS2.npz,390,casp9/T0591,0.8597,0.6806
"('casp9/T0591', 50936)",casp9/T0591/HHpredA_TS1.npz,396,casp9/T0591,0.8847,0.7311
"('casp9/T0591', 69594)",casp9/T0591/FFAS03a_TS1.npz,389,casp9/T0591,0.8503,0.6761
"('casp9/T0591', 67423)",casp9/T0591/pro-sp3-TASSER_TS3.npz,396,casp9/T0591,0.8826,0.7090000000000001
"('casp9/T0591', 72080)",casp9/T0591/ProfileCRF_TS2.npz,396,casp9/T0591,0.8808,0.7102
"('casp9/T0591', 100802)",casp9/T0591/circle_TS3.npz,396,casp9/T0591,0.8755,0.6938
"('casp9/T0591', 73704)",casp9/T0591/Seok-server_TS2.npz,396,casp9/T0591,0.893,0.7311
"('casp9/T0591', 84410)",casp9/T0591/QUARK_TS4.npz,396,casp9/T0591,0.8717,0.6970000000000001
"('casp9/T0591', 24177)",casp9/T0591/Jiang_THREADER_TS4.npz,396,casp9/T0591,0.8784,0.6869
"('casp9/T0591', 41827)",casp9/T0591/Yang_kdd_TS2.npz,396,casp9/T0591,0.1435,0.0827
"('casp9/T0591', 103119)",casp9/T0591/chuo-fams_TS1.npz,396,casp9/T0591,0.8703,0.6843
"('casp9/T0591', 5224)",casp9/T0591/SAM-T02-server_AL4.npz,356,casp9/T0591,0.765,0.5587
"('casp9/T0591', 86519)",casp9/T0591/FFAS03_TS1.npz,389,casp9/T0591,0.8503,0.6761
"('casp9/T0592', 3551)",casp9/T0592/Jiang_THREADER_TS5.npz,137,casp9/T0592,0.7486,0.7117
"('casp9/T0592', 3275)",casp9/T0592/QUARK_TS2.npz,137,casp9/T0592,0.7715,0.7445
"('casp9/T0592', 47294)",casp9/T0592/ZHOU-SPARKS-X_TS4.npz,137,casp9/T0592,0.6926,0.6314
"('casp9/T0592', 26187)",casp9/T0592/PconsR_TS3.npz,107,casp9/T0592,0.6937,0.6606
"('casp9/T0592', 36086)",casp9/T0592/BAKER-ROSETTASERVER_TS4.npz,137,casp9/T0592,0.7044,0.6642
"('casp9/T0592', 16451)",casp9/T0592/LOOPP_Austin_TS1.npz,125,casp9/T0592,0.7208,0.6715
"('casp9/T0592', 12397)",casp9/T0592/MULTICOM-NOVEL_TS1.npz,137,casp9/T0592,0.696,0.6496
"('casp9/T0592', 17522)",casp9/T0592/3D-JIGSAW_V4-5_TS3.npz,136,casp9/T0592,0.7146,0.677
"('casp9/T0592', 67439)",casp9/T0592/FFAS03n_TS2.npz,125,casp9/T0592,0.7232,0.6734
"('casp9/T0592', 87988)",casp9/T0592/FAMSD_TS4.npz,128,casp9/T0592,0.7236,0.6752
"('casp9/T0592', 80607)",casp9/T0592/PconsM_TS5.npz,137,casp9/T0592,0.7549,0.7172
"('casp9/T0592', 114550)",casp9/T0592/FAMSD_TS1.npz,137,casp9/T0592,0.7221,0.677
"('casp9/T0592', 35805)",casp9/T0592/PconsM_TS2.npz,137,casp9/T0592,0.7698,0.7409
"('casp9/T0592', 66259)",casp9/T0592/PconsD_TS3.npz,137,casp9/T0592,0.7519,0.7263
"('casp9/T0592', 24527)",casp9/T0592/FFAS03ss_TS3.npz,125,casp9/T0592,0.7232,0.6734
"('casp9/T0592', 23142)",casp9/T0592/IntFOLD-TS_TS2.npz,137,casp9/T0592,0.6927,0.6369
"('casp9/T0592', 111921)",casp9/T0592/YASARA_TS3.npz,137,casp9/T0592,0.6297,0.6058
"('casp9/T0592', 8072)",casp9/T0592/Jiang_THREADER_TS3.npz,137,casp9/T0592,0.7455,0.708
"('casp9/T0592', 13506)",casp9/T0592/MULTICOM-CLUSTER_TS1.npz,137,casp9/T0592,0.7038,0.6679
"('casp9/T0592', 25477)",casp9/T0592/MUFOLD-MD_TS3.npz,137,casp9/T0592,0.7135,0.6624
"('casp9/T0592', 57232)",casp9/T0592/ConStruct_TS4.npz,137,casp9/T0592,0.171,0.1569
"('casp9/T0592', 64298)",casp9/T0592/SAM-T02-server_AL1.npz,99,casp9/T0592,0.6575,0.6259
"('casp9/T0592', 93484)",casp9/T0592/chunk-TASSER_TS2.npz,137,casp9/T0592,0.7263,0.6752
"('casp9/T0592', 80756)",casp9/T0592/prdos2_TS3.npz,137,casp9/T0592,0.6942,0.6387
"('casp9/T0592', 80362)",casp9/T0592/FFAS03n_TS1.npz,120,casp9/T0592,0.7028,0.6697
"('casp9/T0592', 58783)",casp9/T0592/CLEF-Server_TS3.npz,137,casp9/T0592,0.7041,0.6679
"('casp9/T0592', 80854)",casp9/T0592/SAM-T02-server_AL4.npz,118,casp9/T0592,0.6864,0.6387
"('casp9/T0592', 65010)",casp9/T0592/STAT-PROTEUS_TS3.npz,137,casp9/T0592,0.1914,0.1679
"('casp9/T0592', 9900)",casp9/T0592/Pcomb_TS3.npz,108,casp9/T0592,0.6990000000000001,0.6715
"('casp9/T0592', 53306)",casp9/T0592/Atome2_CBS_TS1.npz,106,casp9/T0592,0.6744,0.6223
"('casp9/T0592', 78482)",casp9/T0592/MidwayFoldingServer_TS1.npz,137,casp9/T0592,0.5901,0.5055
"('casp9/T0592', 2853)",casp9/T0592/panther_TS5.npz,110,casp9/T0592,0.6248,0.5876
"('casp9/T0592', 68574)",casp9/T0592/Distill_TS4.npz,137,casp9/T0592,0.7469,0.7099
"('casp9/T0592', 91275)",casp9/T0592/YASARA_TS2.npz,137,casp9/T0592,0.6523,0.6004
"('casp9/T0592', 63800)",casp9/T0592/Seok-server_TS3.npz,137,casp9/T0592,0.736,0.7062
"('casp9/T0592', 110300)",casp9/T0592/BHAGEERATH_TS3.npz,137,casp9/T0592,0.1579,0.1204
"('casp9/T0592', 23689)",casp9/T0592/Zhang-Server_TS5.npz,137,casp9/T0592,0.7105,0.6515
"('casp9/T0592', 79223)",casp9/T0592/pro-sp3-TASSER_TS4.npz,137,casp9/T0592,0.6936,0.6423
"('casp9/T0592', 61364)",casp9/T0592/FFAS03a_TS2.npz,119,casp9/T0592,0.7306,0.6971
"('casp9/T0592', 50937)",casp9/T0592/Pushchino_TS1.npz,125,casp9/T0592,0.684,0.6277
"('casp9/T0592', 72025)",casp9/T0592/SAM-T08-server_TS1.npz,137,casp9/T0592,0.6936,0.6296
"('casp9/T0592', 40676)",casp9/T0592/3D-JIGSAW_V4-5_TS1.npz,136,casp9/T0592,0.7155,0.6807
"('casp9/T0592', 30682)",casp9/T0592/Seok-server_TS5.npz,137,casp9/T0592,0.7021,0.6624
"('casp9/T0592', 82582)",casp9/T0592/MULTICOM-CLUSTER_TS2.npz,137,casp9/T0592,0.7333,0.7044
"('casp9/T0592', 113175)",casp9/T0592/RBO-PROTEUS_TS2.npz,137,casp9/T0592,0.285,0.2427
"('casp9/T0592', 72275)",casp9/T0592/Wolfson-serv_TS2.npz,137,casp9/T0592,0.6954,0.6314
"('casp9/T0592', 48237)",casp9/T0592/Yang_kdd_TS1.npz,137,casp9/T0592,0.4891,0.4416
"('casp9/T0592', 46372)",casp9/T0592/SAM-T06-server_TS3.npz,121,casp9/T0592,0.7083,0.6569
"('casp9/T0592', 85656)",casp9/T0592/MidwayFoldingServer_TS4.npz,137,casp9/T0592,0.5909,0.5091
"('casp9/T0592', 84474)",casp9/T0592/FFAS03_TS2.npz,119,casp9/T0592,0.7306,0.6971
"('casp9/T0592', 16441)",casp9/T0592/chuo-fams_TS3.npz,137,casp9/T0592,0.6643,0.6131
"('casp9/T0592', 81419)",casp9/T0592/FFAS03ss_TS5.npz,103,casp9/T0592,0.6287,0.5785
"('casp9/T0592', 75828)",casp9/T0592/chuo-fams_TS4.npz,137,casp9/T0592,0.6812,0.6186
"('casp9/T0592', 74360)",casp9/T0592/FUGUE_KM_AL4.npz,134,casp9/T0592,0.617,0.5748
"('casp9/T0592', 15529)",casp9/T0592/PconsR_TS4.npz,106,casp9/T0592,0.63,0.5858
"('casp9/T0592', 73711)",casp9/T0592/MULTICOM-CLUSTER_TS3.npz,137,casp9/T0592,0.7245,0.6843
"('casp9/T0592', 92901)",casp9/T0592/ProQ_TS2.npz,97,casp9/T0592,0.5832,0.542
"('casp9/T0592', 63912)",casp9/T0592/LOOPP_Austin_TS2.npz,110,casp9/T0592,0.6925,0.6624
"('casp9/T0592', 88746)",casp9/T0592/FFAS03ss_TS4.npz,120,casp9/T0592,0.7229,0.6898
"('casp9/T0592', 9839)",casp9/T0592/chunk-TASSER_TS3.npz,137,casp9/T0592,0.7478,0.7190000000000001
"('casp9/T0592', 109604)",casp9/T0592/ProfileCRF_TS1.npz,137,casp9/T0592,0.7405,0.7099
"('casp9/T0592', 72634)",casp9/T0592/Zhang-Server_TS2.npz,137,casp9/T0592,0.7422,0.6934
"('casp9/T0592', 5377)",casp9/T0592/circle_TS4.npz,114,casp9/T0592,0.6494,0.6022
"('casp9/T0592', 78564)",casp9/T0592/PconsD_TS1.npz,137,casp9/T0592,0.7435,0.7172
"('casp9/T0592', 18541)",casp9/T0592/PRECORS_TS5.npz,137,casp9/T0592,0.6029,0.5201
"('casp9/T0592', 87900)",casp9/T0592/RaptorX_TS1.npz,137,casp9/T0592,0.789,0.7354
"('casp9/T0592', 67546)",casp9/T0592/Jiang_Assembly_TS3.npz,137,casp9/T0592,0.7603,0.7208
"('casp9/T0592', 76610)",casp9/T0592/circle_TS5.npz,120,casp9/T0592,0.6727,0.635
"('casp9/T0592', 68277)",casp9/T0592/pro-sp3-TASSER_TS5.npz,137,casp9/T0592,0.695,0.6314
"('casp9/T0592', 41887)",casp9/T0592/panther_TS2.npz,125,casp9/T0592,0.7286,0.6916
"('casp9/T0592', 56144)",casp9/T0592/chuo-fams_TS5.npz,137,casp9/T0592,0.6742,0.6186
"('casp9/T0592', 57867)",casp9/T0592/ProfileCRF_TS4.npz,137,casp9/T0592,0.6748,0.615
"('casp9/T0592', 29266)",casp9/T0592/MUSICS_server_TS3.npz,137,casp9/T0592,0.6985,0.6459999999999999
"('casp9/T0592', 18765)",casp9/T0592/Wolfson-serv_TS3.npz,137,casp9/T0592,0.65,0.5693
"('casp9/T0592', 52387)",casp9/T0592/3D-JIGSAW_V4-0_TS1.npz,137,casp9/T0592,0.6768,0.6186
"('casp9/T0592', 36427)",casp9/T0592/GSmetaserver_TS2.npz,101,casp9/T0592,0.584,0.5292
"('casp9/T0593', 14543)",casp9/T0593/RaptorX-Boost_TS1.npz,195,casp9/T0593,0.7959999999999999,0.6423
"('casp9/T0593', 1324)",casp9/T0593/schenk-torda-server_TS3.npz,195,casp9/T0593,0.2417,0.159
"('casp9/T0593', 89102)",casp9/T0593/MULTICOM-NOVEL_TS2.npz,195,casp9/T0593,0.7568,0.5936
"('casp9/T0593', 36411)",casp9/T0593/Seok-server_TS4.npz,195,casp9/T0593,0.8364,0.7
"('casp9/T0593', 49532)",casp9/T0593/MULTICOM-NOVEL_TS5.npz,195,casp9/T0593,0.7592,0.591
"('casp9/T0593', 12782)",casp9/T0593/pro-sp3-TASSER_TS2.npz,195,casp9/T0593,0.8095,0.6513
"('casp9/T0593', 114243)",casp9/T0593/gws_TS4.npz,195,casp9/T0593,0.8461,0.6974
"('casp9/T0593', 25934)",casp9/T0593/BHAGEERATH_TS4.npz,195,casp9/T0593,0.1569,0.0859
"('casp9/T0593', 1948)",casp9/T0593/circle_TS2.npz,189,casp9/T0593,0.7264,0.5718
"('casp9/T0593', 20295)",casp9/T0593/schenk-torda-server_TS4.npz,195,casp9/T0593,0.1941,0.1205
"('casp9/T0593', 94861)",casp9/T0593/FFAS03n_TS1.npz,182,casp9/T0593,0.7147,0.5897
"('casp9/T0593', 69502)",casp9/T0593/prdos2_TS4.npz,195,casp9/T0593,0.7461,0.5885
"('casp9/T0593', 45352)",casp9/T0593/FAMSD_TS5.npz,189,casp9/T0593,0.7509,0.5987
"('casp9/T0593', 28612)",casp9/T0593/QUARK_TS5.npz,195,casp9/T0593,0.8205,0.6679
"('casp9/T0593', 71236)",casp9/T0593/chunk-TASSER_TS1.npz,195,casp9/T0593,0.7906,0.6372
"('casp9/T0593', 91824)",casp9/T0593/ProQ2_TS5.npz,189,casp9/T0593,0.7311,0.5705
"('casp9/T0593', 52197)",casp9/T0593/MULTICOM-CONSTRUCT_TS4.npz,195,casp9/T0593,0.7592,0.591
"('casp9/T0593', 58755)",casp9/T0593/gws_TS1.npz,195,casp9/T0593,0.8507,0.7013
"('casp9/T0593', 43308)",casp9/T0593/BHAGEERATH_TS2.npz,195,casp9/T0593,0.1645,0.0897
"('casp9/T0593', 77445)",casp9/T0593/MULTICOM-REFINE_TS4.npz,195,casp9/T0593,0.7504,0.5885
"('casp9/T0593', 75175)",casp9/T0593/3D-JIGSAW_V4-5_TS3.npz,188,casp9/T0593,0.7493,0.5962
"('casp9/T0593', 28291)",casp9/T0593/MULTICOM-REFINE_TS2.npz,195,casp9/T0593,0.7608,0.6013
"('casp9/T0593', 69320)",casp9/T0593/SAM-T08-server_TS4.npz,182,casp9/T0593,0.6942,0.5718
"('casp9/T0593', 47579)",casp9/T0593/FALCON-SWIFT_TS2.npz,195,casp9/T0593,0.7378,0.6
"('casp9/T0593', 27595)",casp9/T0593/QUARK_TS3.npz,195,casp9/T0593,0.7802,0.6167
"('casp9/T0593', 22466)",casp9/T0593/PconsR_TS2.npz,189,casp9/T0593,0.7311,0.5705
"('casp9/T0593', 21626)",casp9/T0593/MULTICOM-REFINE_TS5.npz,195,casp9/T0593,0.7582,0.5974
"('casp9/T0593', 94946)",casp9/T0593/Ma-OPUS-server_TS1.npz,195,casp9/T0593,0.7378,0.5705
"('casp9/T0593', 46815)",casp9/T0593/PRECORS_TS1.npz,195,casp9/T0593,0.7513,0.6244
"('casp9/T0593', 89365)",casp9/T0593/MUFOLD-Server_TS5.npz,195,casp9/T0593,0.7994,0.6615
"('casp9/T0593', 106847)",casp9/T0593/PLATO_TS5.npz,195,casp9/T0593,0.2707,0.1641
"('casp9/T0593', 39790)",casp9/T0593/FAMSD_TS4.npz,195,casp9/T0593,0.6812,0.5333
"('casp9/T0593', 2348)",casp9/T0593/Jiang_Assembly_TS1.npz,195,casp9/T0593,0.7694,0.5936
"('casp9/T0593', 48421)",casp9/T0593/MUSTER_TS2.npz,195,casp9/T0593,0.7322,0.6038
"('casp9/T0593', 98754)",casp9/T0593/Ma-OPUS-server_TS2.npz,195,casp9/T0593,0.6987,0.5526
