,Proposed,GDT_TS,target,ProQ3D,ProQ2D,ProQ3,ProQ2,VoroMQA,SBROD,Sato-3DCNN
T0955TS488_2,0.6155006885528564,81.71,T0955,0.503911,0.32532300000000003,0.895252,0.8882120000000001,0.485261,1.3233344604700001,0.37928271293640137
T0955TS498_5,0.08464062958955765,56.1,T0955,0.279641,0.183883,0.555454,0.513191,0.26002600000000003,1.1510974917,0.11105501651763916
T0955TS337_4,0.16300514340400696,57.93,T0955,0.327045,0.191477,0.42952,0.452779,0.256184,1.1965940858,0.16118966042995453
T0955TS407_3,0.046321339905261986,39.02,T0955,0.0435395,0.0542551,0.492274,0.128607,0.112699,1.0618195724,0.036707762628793716
T0955TS378_4,0.07175824046134949,49.39,T0955,0.105703,0.0533091,0.441959,0.255232,0.207051,1.1164076751899998,0.06417992711067201
T0955TS246_3,0.7993751168251038,78.05,T0955,0.485198,0.283669,0.6366970000000001,0.5879489999999999,0.432588,1.28383374473,0.4069114923477173
T0955TS145_2,0.8790555596351624,92.07,T0955,0.450035,0.290185,0.680427,0.668254,0.4532850000000001,1.33266713986,0.6363607048988342
T0955TS497_5,0.019592678174376488,42.68,T0955,0.0616466,0.0142394,0.0562019,-0.137534,0.07766669999999999,1.0724248185,0.03861814737319946
T0955TS324_5,0.14641670882701874,70.12,T0955,0.275493,0.163295,0.468959,0.510904,0.301623,1.19179915759,0.16648347675800326
T0955TS221_1,0.6098142266273499,84.76,T0955,0.419128,0.291298,0.656718,0.65518,0.420265,1.30386147569,0.4773571193218231
T0955TS458_1,0.042515937238931656,45.73,T0955,0.142297,0.058706,0.172978,-0.136562,0.126095,1.12390063722,0.038082968443632126
T0955TS124_1,0.18995097279548645,64.02,T0955,0.440072,0.297233,0.564168,0.5293479999999999,0.299701,1.27618111781,0.1734287142753601
T0955TS007_3,0.03132985159754753,51.22,T0955,0.170551,0.0758202,0.103806,0.0689769,0.126351,1.15927445692,0.0730006992816925
T0955TS116_3,0.4434484243392944,68.9,T0955,0.406292,0.310393,0.591757,0.542281,0.274721,1.32285272001,0.13748955726623535
T0955TS441_5,0.19685833156108856,67.68,T0955,0.276585,0.153074,0.62168,0.618257,0.30882600000000004,1.18336394089,0.1681271344423294
T0955TS348_1,0.011974481865763664,46.34,T0955,0.124216,0.0309471,0.0549258,-0.0688216,0.0900813,1.1090240148700001,0.0331849567592144
T0955TS058_1,0.8543939590454102,90.85,T0955,0.493893,0.282477,0.728197,0.690929,0.480335,1.32108860126,0.581974983215332
T0955TS407_5,0.04545976221561432,37.8,T0955,0.07649550000000001,0.0940572,0.185797,0.0484494,0.1344,1.06267627584,0.07013462483882904
T0955TS261_2,0.7490098476409912,82.93,T0955,0.509929,0.252633,0.820243,0.8206979999999999,0.514517,1.3335845932400001,0.6354998350143433
T0955TS023_3,0.30687302350997925,67.68,T0955,0.341305,0.179071,0.582158,0.5575640000000001,0.36322,1.28883663185,0.18475128710269928
T0955TS497_3,0.025387778878211968,40.24,T0955,0.14514000000000002,0.0250197,0.134633,0.0924905,0.083225,1.06803534134,0.018857600167393684
T0955TS266_4,0.052689749747514725,61.59,T0955,0.160313,0.14514100000000002,0.115303,0.0796488,0.15545,1.17009143013,0.04817841574549675
T0955TS110_4,0.00637202663347125,43.29,T0955,0.133874,0.0245819,-0.0972101,-0.140889,0.0431656,1.17035158279,0.012552729807794094
T0955TS145_1,0.7043424248695374,85.98,T0955,0.561465,0.279886,0.941886,0.943523,0.495723,1.35280381372,0.5305712223052979
T0955TS085_1,0.15657679736614227,49.39,T0955,0.332275,0.231662,0.42817,0.5220319999999999,0.328286,1.25133345546,0.19023939967155454
T0955TS243_1,0.7922430038452148,91.46,T0955,0.406596,0.24898,0.682527,0.64617,0.43518,1.3582722165,0.6569543480873108
T0955TS402_4,0.8951793909072876,93.9,T0955,0.535208,0.33038,0.8483510000000001,0.78191,0.468765,1.33497193655,0.6953598856925964
T0955TS312_4,0.3721632361412048,69.51,T0955,0.429112,0.26926500000000003,0.566209,0.521373,0.362363,1.24265668282,0.30984655022621155
T0955TS041_5,0.10117612034082413,51.83,T0955,0.215647,0.128638,0.348958,0.281294,0.167151,1.18401307752,0.048940286040306084
T0955TS149_3,0.22336135804653168,54.88,T0955,0.441363,0.245718,0.473399,0.34491700000000003,0.272662,1.27435735138,0.22505834698677066
T0955TS243_4,0.8176505565643309,85.98,T0955,0.464429,0.299166,0.699344,0.68987,0.433129,1.34124717484,0.5250880122184753
T0955TS365_3,0.027382612228393555,45.12,T0955,0.178332,0.10056,0.219648,0.165705,0.104565,1.13856000543,0.015565255656838415
T0955TS282_3,0.07588347792625427,43.9,T0955,0.337991,0.234658,0.370298,0.339077,0.13871,1.1606855728,0.019617237150669098
T0955TS156_2,0.026042703539133072,45.73,T0955,0.114886,0.064599,0.016109799999999997,-0.07278530000000001,0.156365,1.11382895567,0.07078970223665237
T0955TS488_3,0.5883886218070984,74.39,T0955,0.611334,0.404021,0.928234,0.8837959999999999,0.461344,1.30766771383,0.4544025957584381
T0955TS365_5,0.031131178140640262,43.29,T0955,0.204646,0.116826,0.142034,0.14952,0.141637,1.1363502664899998,0.08778388798236847
T0955TS023_1,0.3729326128959656,72.56,T0955,0.279983,0.177743,0.467065,0.578526,0.359169,1.22605061254,0.32708078622817993
T0955TS261_1,0.8107283115386963,88.42,T0955,0.559242,0.313774,0.903455,0.8674059999999999,0.5022979999999999,1.3552007488100002,0.5723869800567627
T0955TS243_2,0.4749854803085327,79.27,T0955,0.48538,0.29261,0.6232,0.591303,0.387738,1.32640623965,0.5072598457336426
T0955TS023_2,0.2295963168144226,65.24,T0955,0.224749,0.08904060000000001,0.26466100000000004,0.357297,0.286768,1.25373414328,0.17173172533512115
T0955TS164_2,0.28619569540023804,51.83,T0955,0.347408,0.226625,0.621462,0.622881,0.364912,1.24292519239,0.3033747673034668
T0955TS246_2,0.6226943731307983,78.66,T0955,0.370794,0.257209,0.768552,0.758491,0.396188,1.28050683907,0.3396226763725281
T0955TS365_2,0.02456601895391941,47.56,T0955,0.161929,0.0658612,0.191568,0.19288,0.112451,1.10592491976,0.05669989436864852
T0955TS282_4,0.09080024808645247,50.61,T0955,0.164548,0.0616173,0.292514,0.208053,0.199292,1.21121081291,0.08496785908937454
T0955TS164_1,0.3678344786167145,72.56,T0955,0.28262800000000005,0.170585,0.444016,0.468451,0.338061,1.25623874931,0.3424756526947021
T0955TS441_4,0.4350818395614624,64.63,T0955,0.414766,0.296476,0.628796,0.6039770000000001,0.355224,1.32997554239,0.12619784474372864
T0955TS498_3,0.0896778404712677,54.88,T0955,0.320033,0.160995,0.6471210000000001,0.546081,0.234465,1.2226375787100001,0.09314298629760742
T0955TS337_3,0.19685833156108856,67.68,T0955,0.276585,0.153074,0.62168,0.618257,0.30882600000000004,1.18336394089,0.1681271344423294
T0955TS324_3,0.1825921535491944,71.95,T0955,0.33420700000000003,0.23648,0.732939,0.700032,0.35834,1.2077116617599999,0.16827392578125
T0955TS007_1,0.16369830071926114,67.68,T0955,0.282436,0.238636,0.583651,0.701158,0.33681,1.1609418440600001,0.2342152446508408
T0955TS116_1,0.647779107093811,76.83,T0955,0.469179,0.344868,0.71395,0.7105739999999999,0.399575,1.3068883839899998,0.2089077830314636
T0955TS164_5,0.15394891798496246,48.78,T0955,0.432511,0.234627,0.557612,0.5942430000000001,0.24028,1.2371489283200001,0.08468081057071686
T0955TS407_4,0.04830039665102959,40.24,T0955,0.100363,0.10001,0.27634000000000003,0.176739,0.155774,1.0617021953299999,0.032850705087184906
T0955TS004_3,0.04947348311543465,45.12,T0955,0.26069499999999995,0.2402320000000001,0.122796,0.052609,0.135939,1.16815773957,0.04679158329963684
T0955TS116_4,0.5494866967201233,69.51,T0955,0.4327470000000001,0.292579,0.662592,0.569468,0.370104,1.2525310862999999,0.1726752519607544
T0955TS004_2,0.037989407777786255,46.95,T0955,0.20133,0.11033,0.0566012,-0.000499186,0.154845,1.1303400402700001,0.04675712436437607
T0955TS041_1,0.08771630376577377,51.83,T0955,0.32160900000000003,0.157624,0.414224,0.3975,0.172476,1.13669729246,0.06197531521320342
T0955TS085_2,0.3750757575035095,73.17,T0955,0.29842,0.148601,0.4844560000000001,0.532927,0.396863,1.2685519438700001,0.2112001031637192
T0955TS041_2,0.1270049661397934,56.1,T0955,0.272243,0.142234,0.414609,0.300275,0.182797,1.16074755646,0.09092986583709717
T0955TS007_2,0.09943391382694244,40.85,T0955,0.331043,0.119429,0.3884780000000001,0.372032,0.300619,1.22681770867,0.1409309208393097
T0955TS365_4,0.019160225987434387,43.9,T0955,0.10536,0.0516427,0.0914287,0.06694689999999999,0.124178,1.0754905795899998,0.015396696515381338
T0955TS149_4,0.4670939445495606,64.63,T0955,0.389736,0.226118,0.541393,0.5504680000000001,0.317236,1.32711682441,0.2905378341674805
T0955TS324_4,0.19728296995162964,71.95,T0955,0.305154,0.198484,0.6997180000000001,0.690053,0.291335,1.2010149666399998,0.1205991432070732
T0955TS160_5,0.5106846094131471,70.73,T0955,0.309669,0.195855,0.598305,0.627179,0.476088,1.29438552479,0.345313161611557
T0955TS324_2,0.1800888627767563,71.34,T0955,0.285302,0.190608,0.6144109999999999,0.617588,0.298367,1.2242336282700002,0.13343399763107305
T0955TS337_5,0.08207201957702638,56.1,T0955,0.292752,0.21316,0.46808,0.44343,0.255448,1.21893075654,0.09419162571430206
T0978TS312_1,0.0872456356883049,10.41,T0978,0.253601,0.24648,0.277631,0.213124,0.141165,1.41614860794,0.03902440890669824
T0978TS402_1,0.283082515001297,31.48,T0978,0.340848,0.322502,0.295047,0.333417,0.257355,1.3650474867700002,0.14629246294498446
T0978TS498_2,0.4554020166397095,40.98,T0978,0.5014109999999999,0.5237729999999999,0.465995,0.521492,0.326779,1.57119256186,0.28872770071029663
T0978TS145_1,0.4797175228595734,37.29,T0978,0.409654,0.552451,0.444994,0.546313,0.353875,1.68377085262,0.3218938708305359
T0978TS156_1,0.35374677181243896,38.56,T0978,0.358174,0.435091,0.413214,0.468664,0.331483,1.5962664236700002,0.3032808005809784
T0978TS402_5,0.2779475748538971,30.69,T0978,0.322123,0.310333,0.2955,0.331341,0.273968,1.41911196384,0.1654053032398224
T0978TS152_2,0.1768428236246109,20.88,T0978,0.300207,0.29322,0.257612,0.306249,0.170754,1.37937052721,0.09492877870798112
T0978TS243_5,0.2842964828014374,35.05,T0978,0.369036,0.399366,0.333497,0.407258,0.260955,1.4495074934099998,0.1773284375667572
T0978TS261_3,0.4597345590591431,45.88,T0978,0.509299,0.5541050000000001,0.484258,0.5329,0.341839,1.58668944291,0.2829417884349823
T0978TS497_3,0.06650763005018234,13.74,T0978,0.231943,0.209551,0.188936,0.209872,0.120775,1.3292274718100001,0.05020149052143097
T0978TS023_4,0.27624255418777466,35.17,T0978,0.329346,0.346792,0.314835,0.381037,0.256474,1.47592583144,0.16054050624370575
T0978TS348_2,0.015790922567248344,23.25,T0978,0.197823,0.176822,0.0623995,0.08701569999999999,0.112083,1.2312069409200002,0.008433597162365912
T0978TS243_4,0.28164637088775635,35.05,T0978,0.340939,0.352694,0.297146,0.375108,0.266977,1.4667934326299998,0.17633040249347687
T0978TS152_1,0.21916688978672028,25.67,T0978,0.329944,0.32361100000000004,0.318396,0.331414,0.219027,1.45199487943,0.167684867978096
T0978TS246_1,0.2741203010082245,34.02,T0978,0.418574,0.401104,0.377865,0.4294850000000001,0.257182,1.46856688362,0.1745229810476303
T0978TS243_3,0.27244395017623896,34.5,T0978,0.338437,0.366152,0.306346,0.39103,0.261882,1.4344595957100001,0.18669240176677704
T0978TS085_1,0.21140824258327484,32.02,T0978,0.342233,0.355643,0.361384,0.397484,0.261226,1.4086663220700002,0.157388836145401
T0978TS116_5,0.2318354696035385,33.6,T0978,0.366429,0.413399,0.339254,0.426517,0.25671900000000003,1.51395974893,0.19705913960933685
T0978TS266_2,0.2945436835289001,40.92,T0978,0.32324200000000003,0.342341,0.32192800000000005,0.358516,0.275397,1.4543205702000002,0.21858523786067965
T0978TS498_1,0.3840486705303192,38.8,T0978,0.4335810000000001,0.471324,0.400654,0.465003,0.312892,1.55376136066,0.2446911484003067
T0978TS266_4,0.312033474445343,41.65,T0978,0.31350100000000003,0.320506,0.325382,0.334049,0.282671,1.4650925424399999,0.2501509487628937
T0978TS497_4,0.07450922578573227,14.53,T0978,0.216708,0.206624,0.184145,0.219568,0.128084,1.33281826495,0.05169537290930748
T0978TS156_4,0.3513959646224976,38.86,T0978,0.328034,0.398627,0.381915,0.440412,0.32571100000000003,1.55582280968,0.2998664081096649
T0978TS110_4,0.2772321403026581,34.38,T0978,0.364841,0.346576,0.258648,0.340828,0.209731,1.3992649608,0.17974510788917542
T0978TS266_1,0.311927855014801,41.59,T0978,0.311659,0.338291,0.310779,0.369444,0.2807,1.4575889422400001,0.26166701316833496
T0978TS348_4,0.0224679745733738,23.91,T0978,0.233765,0.205508,0.0927473,0.123075,0.111558,1.10235554077,0.011489907279610634
T0978TS261_4,0.5359925627708435,38.38,T0978,0.444043,0.535826,0.482314,0.539998,0.349883,1.60462912851,0.3902028501033783
T0978TS378_2,0.06725374609231949,11.14,T0978,0.15282,0.16086199999999998,0.0129504,0.0909406,0.121355,1.21125522827,0.03775563463568688
T0978TS156_5,0.3507237732410431,38.02,T0978,0.346497,0.427665,0.392321,0.452887,0.321808,1.57404728169,0.3084370195865631
T0978TS124_1,0.4488267600536345,39.1,T0978,0.491524,0.575114,0.500981,0.577819,0.381018,1.6462023388,0.3319274485111237
T0978TS368_3,0.3591308295726776,43.22,T0978,0.390747,0.401174,0.474156,0.443597,0.316628,1.56864925099,0.2329865247011185
T0978TS348_1,0.025096762925386432,23.73,T0978,0.188899,0.170382,0.00391813,0.0424399,0.0961216,1.2153716361,0.010145863518118858
T0978TS110_5,0.28126198053359985,33.84,T0978,0.376325,0.348165,0.222957,0.330727,0.183201,1.3567894913499998,0.11105036735534668
T0978TS497_5,0.10479211062192917,15.44,T0978,0.24575300000000005,0.210001,0.179463,0.191706,0.136397,1.28708279385,0.060110971331596375
T0978TS221_4,0.393598347902298,44.61,T0978,0.436633,0.500376,0.484457,0.534754,0.397548,1.6104215217500002,0.2753089368343353
T0978TS407_4,0.17935842275619507,16.28,T0978,0.219077,0.251612,0.299144,0.329533,0.230514,1.4005084461300001,0.09999558329582214
T0978TS402_4,0.28526103496551514,32.38,T0978,0.334668,0.315223,0.324143,0.339737,0.254904,1.4441253966499998,0.15318287909030914
T0978TS402_2,0.28989022970199585,31.36,T0978,0.377129,0.360314,0.331994,0.374085,0.237446,1.41040700147,0.1545386016368866
T0978TS004_3,0.2453662753105164,35.96,T0978,0.355926,0.344912,0.377779,0.381524,0.267864,1.4657604808200002,0.2482113242149353
T0978TS246_3,0.2886723279953003,33.66,T0978,0.35504,0.341156,0.311577,0.364193,0.264168,1.4561042188100002,0.2440098077058792
T0978TS368_1,0.3918911516666413,41.65,T0978,0.416428,0.448531,0.498133,0.485306,0.358925,1.58567567641,0.2874256372451782
T0978TS149_5,0.3687656819820404,40.25,T0978,0.392319,0.433365,0.319471,0.4173810000000001,0.289522,1.4341547973500002,0.22293418645858765
T0978TS282_3,0.1284153014421463,15.25,T0978,0.262075,0.269618,0.239534,0.262391,0.184381,1.42102408292,0.06600330770015718
T0978TS085_4,0.2499384880065918,28.45,T0978,0.303478,0.323991,0.295269,0.3449,0.264241,1.4473278805399998,0.1805701553821564
T0978TS160_1,0.27451616525650024,35.35,T0978,0.381329,0.379599,0.419317,0.434699,0.2695,1.48688577769,0.1812675893306732
T0978TS243_2,0.2786818742752075,35.23,T0978,0.345555,0.355846,0.312165,0.387435,0.254336,1.4512894059499999,0.16358016431331635
T0978TS149_1,0.40036508440971375,47.22,T0978,0.430716,0.438294,0.393064,0.416719,0.336008,1.49639081355,0.3018559813499451
T0978TS368_4,0.4331732988357544,40.13,T0978,0.496265,0.552549,0.559221,0.5508529999999999,0.346564,1.58186415567,0.2559714615345001
T0978TS149_3,0.3453090786933899,44.37,T0978,0.422823,0.429905,0.421767,0.447067,0.289531,1.4601283075,0.2247935235500336
T0978TS441_2,0.2842077612876892,40.74,T0978,0.318658,0.31853200000000004,0.265779,0.328923,0.275421,1.50495110563,0.19555895030498505
T0978TS282_4,0.228786438703537,15.38,T0978,0.398089,0.417473,0.32826900000000003,0.394297,0.212336,1.45794936025,0.09205053746700287
T0978TS368_2,0.3755694925785065,47.34,T0978,0.4387680000000001,0.440208,0.544724,0.4945520000000001,0.355941,1.58220052491,0.3471199870109558
T0978TS282_5,0.054616671055555344,11.8,T0978,0.183895,0.14649,0.0936386,0.06665349999999999,0.0993732,1.29135375832,0.03582140803337097
T0978TS368_5,0.4347226321697235,42.98,T0978,0.465196,0.450061,0.542732,0.496745,0.369912,1.61408223942,0.3441212773323059
T0978TS266_5,0.2946528196334839,40.98,T0978,0.295982,0.30801300000000004,0.254019,0.320425,0.275938,1.42278495816,0.19156259298324585
T0978TS497_2,0.0640629380941391,11.86,T0978,0.230386,0.23966,0.224099,0.233742,0.12421300000000005,1.25838404482,0.03963765874505043
T0978TS488_4,0.2931200861930847,34.08,T0978,0.372823,0.367336,0.476157,0.4346,0.332139,1.46059944713,0.3122587203979492
T0978TS261_1,0.4789722859859466,36.86,T0978,0.475997,0.549938,0.491129,0.5419189999999999,0.349609,1.68335312777,0.3950333893299103
T0978TS023_3,0.2806187570095062,35.35,T0978,0.34545,0.369756,0.318419,0.389141,0.258914,1.45046677188,0.16975197196006775
T0978TS441_1,0.2757657766342163,34.32,T0978,0.367118,0.359814,0.321708,0.402594,0.262196,1.3957238209099998,0.18697907030582428
T0978TS261_2,0.3593573570251465,38.08,T0978,0.498825,0.476835,0.407567,0.466794,0.308056,1.53599453062,0.27999499440193176
T0978TS365_1,0.11881716549396515,23.49,T0978,0.262995,0.236665,0.25235,0.260639,0.230818,1.37308093472,0.11459370702505113
T0978TS058_3,0.28186753392219543,35.17,T0978,0.345535,0.379752,0.310822,0.400813,0.270094,1.4643057514500002,0.19585075974464414
T0978TS058_4,0.2785637676715851,35.17,T0978,0.345516,0.372126,0.328197,0.39854,0.272133,1.4490930725100002,0.18100637197494507
T0978TS156_2,0.3362714052200317,39.47,T0978,0.323716,0.407716,0.384408,0.437188,0.31635100000000005,1.57500509914,0.27423980832099915
T0978TS004_2,0.3445720076560974,40.68,T0978,0.398472,0.4230100000000001,0.438361,0.447104,0.337185,1.5271128032199999,0.39252200722694397
T0978TS152_3,0.14222398400306702,23.73,T0978,0.282775,0.237603,0.215907,0.222589,0.177983,1.3361105280399999,0.08117398619651794
T0978TS365_3,0.12485463917255404,23.55,T0978,0.267835,0.239883,0.221841,0.251211,0.209506,1.37981268306,0.11602889746427535
T0978TS337_2,0.2675622701644897,34.32,T0978,0.371239,0.366123,0.33034600000000003,0.400553,0.235631,1.39329212879,0.13958920538425446
T0978TS282_2,0.2610892653465271,19.13,T0978,0.369694,0.385576,0.346181,0.384158,0.233034,1.48654108995,0.12237758189439775
T0978TS488_3,0.3042556941509247,33.66,T0978,0.39682,0.3718010000000001,0.50446,0.447684,0.326067,1.4678693568999999,0.29514360427856445
T0978TS116_1,0.2263084948062897,35.23,T0978,0.309718,0.343223,0.312899,0.361547,0.267025,1.4186104984399999,0.2099308669567108
T0978TS124_4,0.4491949379444122,36.62,T0978,0.395516,0.5224479999999999,0.453648,0.552675,0.375004,1.6784915158899998,0.2640463113784789
T0978TS110_2,0.2595888674259186,34.02,T0978,0.269459,0.281006,0.203664,0.255118,0.199694,1.35628577898,0.17196844518184662
T0978TS116_3,0.2362128794193268,31.23,T0978,0.323356,0.347143,0.31197600000000003,0.363487,0.26208400000000004,1.44675122417,0.18607330322265625
T0978TS124_3,0.4425339996814728,39.35,T0978,0.452468,0.527958,0.469648,0.546841,0.376893,1.62425659947,0.2861998379230499
T0978TS266_3,0.300923615694046,42.13,T0978,0.324509,0.331421,0.305913,0.338269,0.294845,1.4597451464200002,0.24562400579452515
T0978TS324_3,0.43482568860054016,49.15,T0978,0.486011,0.49389,0.459019,0.5027189999999999,0.335581,1.5811126559900002,0.26953113079071045
T0978TS145_4,0.3498511016368866,35.77,T0978,0.50856,0.500165,0.392802,0.46619,0.26762,1.4937958535100002,0.25517866015434265
T0978TS164_2,0.2726758420467377,35.23,T0978,0.407886,0.435632,0.400869,0.449415,0.269217,1.46500643289,0.16133426129817965
T0978TS312_5,0.07997214794158937,10.05,T0978,0.207223,0.21813,0.225957,0.182523,0.142431,1.36022787787,0.04311789944767952
T0978TS160_4,0.2766260504722595,33.96,T0978,0.404498,0.426072,0.400063,0.456087,0.258097,1.44773275424,0.1832219958305359
T0978TS116_4,0.2385127693414688,33.29,T0978,0.296906,0.334471,0.259535,0.347796,0.245839,1.4534774774099999,0.16220329701900482
T0978TS004_1,0.3700599670410156,39.23,T0978,0.394352,0.437841,0.451946,0.472276,0.352446,1.5408793411000001,0.4294771552085877
T0978TS441_5,0.2760116159915924,26.7,T0978,0.354976,0.379234,0.369616,0.421276,0.297323,1.5043934092200002,0.2306621670722961
T0978TS324_4,0.4080440700054169,47.46,T0978,0.502961,0.512695,0.482104,0.524177,0.322732,1.6319237595700002,0.2160278856754303
T0978TS160_3,0.2756035923957825,35.35,T0978,0.402319,0.4301100000000001,0.39491,0.45462,0.292735,1.4640223531299998,0.20745764672756195
T0978TS221_1,0.39746996760368347,47.88,T0978,0.4064,0.4326640000000001,0.380468,0.4609140000000001,0.366247,1.55212000902,0.28330400586128235
T0978TS365_2,0.09569157660007477,23.18,T0978,0.256547,0.203223,0.225474,0.227846,0.211889,1.37081099692,0.06035374850034714
T0978TS324_1,0.4487766921520233,50.91,T0978,0.4956140000000001,0.492303,0.467707,0.489439,0.314815,1.6110696633700001,0.2500073313713074
T0978TS149_4,0.3618103861808777,37.23,T0978,0.394982,0.426954,0.338192,0.4123979999999999,0.28241700000000003,1.44706788696,0.21213732659816745
T0978TS164_3,0.22167271375656128,32.45,T0978,0.361015,0.374104,0.370899,0.42304,0.257045,1.41605953777,0.16284093260765076
T0978TS407_3,0.2083384394645691,17.07,T0978,0.258545,0.295291,0.297687,0.365535,0.237667,1.4672096720299999,0.1172359511256218
T0978TS145_3,0.3960277438163757,32.45,T0978,0.388428,0.49727,0.430422,0.51931,0.308307,1.56492985912,0.3261611759662628
T0978TS498_5,0.3431656062602997,38.5,T0978,0.42898,0.43233,0.388523,0.428289,0.266443,1.53160460294,0.2221279889345169
T0978TS348_3,0.025261865928769108,24.58,T0978,0.176768,0.162446,0.050011,0.0573325,0.0959162,1.1853920807,0.01337031926959753
T0978TS407_2,0.15660341084003448,16.77,T0978,0.209253,0.315446,0.275083,0.351343,0.239448,1.44225439493,0.11952630430459975
T0978TS004_4,0.21343964338302607,30.27,T0978,0.340025,0.35280300000000003,0.375937,0.393987,0.286977,1.47661469773,0.2548530697822571
T0978TS312_4,0.08941474556922913,10.23,T0978,0.208505,0.217862,0.212852,0.16358,0.148424,1.39673123803,0.04445337504148483
T0978TS407_5,0.21713656187057487,18.4,T0978,0.224896,0.299982,0.288619,0.350132,0.227612,1.4229525729499999,0.10769295692443848
T0978TS221_3,0.43074288964271545,46.55,T0978,0.472066,0.514695,0.4815350000000001,0.527844,0.358117,1.5767749737799999,0.3169572651386261
T0978TS058_5,0.28210270404815674,34.75,T0978,0.350193,0.384536,0.295631,0.402959,0.254755,1.4992828672,0.16920962929725647
T0978TS243_1,0.2756495177745819,35.17,T0978,0.355291,0.392564,0.334095,0.410833,0.268547,1.45865470725,0.18964610993862152
T0978TS160_2,0.21960870921611786,33.05,T0978,0.41812,0.429478,0.431738,0.466336,0.271774,1.48812448592,0.1449718475341797
T0978TS221_2,0.40832293033599854,47.58,T0978,0.419027,0.416028,0.376409,0.413389,0.30809699999999995,1.4762230640799998,0.2873113453388214
T0978TS124_2,0.5214291214942932,45.64,T0978,0.497315,0.5770850000000001,0.505473,0.589221,0.374063,1.6489740026299995,0.3432027995586395
T0978TS149_2,0.35713717341423035,43.22,T0978,0.419465,0.448834,0.427489,0.452298,0.293647,1.4912283447499999,0.20510897040367126
T0978TS441_3,0.2899337112903595,35.47,T0978,0.35544000000000003,0.356678,0.315569,0.361078,0.23639,1.3954225032700005,0.16675803065299988
T0978TS337_4,0.2842077612876892,40.74,T0978,0.318658,0.31853200000000004,0.265779,0.328923,0.275421,1.50495110563,0.19555895030498505
T0978TS152_4,0.12255986779928207,19.73,T0978,0.302933,0.24996,0.246488,0.240385,0.151553,1.43223201449,0.08674260228872299
T0978TS498_4,0.3841688930988312,39.53,T0978,0.438273,0.457313,0.412294,0.461438,0.307496,1.6402982459,0.20954202115535736
T0978TS441_4,0.28982532024383545,33.66,T0978,0.34630700000000003,0.324166,0.306527,0.325798,0.231205,1.4164653142899999,0.13094797730445862
T0978TS402_3,0.2939228117465973,31.66,T0978,0.344064,0.359945,0.333309,0.37724,0.26863000000000004,1.43935266494,0.1493055522441864
T0978TS110_3,0.25606805086135864,33.48,T0978,0.291593,0.279817,0.198088,0.246043,0.197457,1.38669418756,0.1618291437625885
T0978TS058_2,0.2855170667171478,35.11,T0978,0.336028,0.363014,0.310791,0.391321,0.250815,1.4541607495299995,0.1967352777719497
T0978TS324_2,0.4547321200370789,50.73,T0978,0.452008,0.471188,0.429554,0.46034,0.311817,1.58044652447,0.2863582074642181
T0978TS152_5,0.1426847279071808,20.88,T0978,0.309438,0.26965300000000003,0.269563,0.28775300000000004,0.17815599999999998,1.37947221704,0.0849355161190033
T0978TS023_2,0.26695749163627625,34.5,T0978,0.366756,0.392055,0.335283,0.423706,0.253072,1.44418597553,0.18089573085308075
T0978TS058_1,0.2763678133487701,34.87,T0978,0.363097,0.397899,0.329334,0.414208,0.261706,1.4605595774200002,0.17594841122627258
T0978TS085_5,0.2028373628854752,28.03,T0978,0.248901,0.27337100000000003,0.245898,0.30537600000000004,0.229343,1.45383520197,0.14991992712020874
T0978TS124_5,0.4858021140098572,38.68,T0978,0.438715,0.543602,0.471901,0.564226,0.382339,1.66444993692,0.305868923664093
T0978TS145_2,0.5517619252204895,38.56,T0978,0.4361890000000001,0.5182439999999999,0.458512,0.5157079999999999,0.337748,1.65969829761,0.3775712847709656
T0978TS246_2,0.29123127460479736,34.62,T0978,0.436244,0.476715,0.430507,0.494656,0.271839,1.4887944285499999,0.1895429790019989
T0978TS145_5,0.4211983382701874,43.95,T0978,0.492989,0.497972,0.412913,0.473165,0.30727600000000005,1.57739721753,0.2854717671871185
T0978TS023_1,0.2689546048641205,35.11,T0978,0.340403,0.37133,0.333387,0.416165,0.268119,1.4792140739,0.1838311403989792
T0978TS164_1,0.307858943939209,39.53,T0978,0.36137,0.417248,0.372457,0.4496350000000001,0.286141,1.51645238581,0.2109065353870392
T0978TS116_2,0.20029251277446747,32.2,T0978,0.354698,0.345974,0.315491,0.349497,0.253686,1.4075646289700001,0.16432632505893707
T0978TS365_5,0.13732129335403442,22.52,T0978,0.301465,0.266251,0.267227,0.28315100000000004,0.242799,1.3459453281,0.11809984594583513
T0978TS337_3,0.2832472026348114,34.75,T0978,0.366196,0.364185,0.332443,0.401804,0.247232,1.3797404266600002,0.13431216776371002
T0978TS160_5,0.17951059341430664,29.3,T0978,0.340955,0.358269,0.355984,0.406742,0.247162,1.41241155065,0.10668817162513733
T0978TS261_5,0.473002701997757,33.11,T0978,0.401229,0.498166,0.456754,0.50621,0.346027,1.6201809185299998,0.3408038914203644
T0978TS110_1,0.2898982167243957,34.5,T0978,0.390408,0.347609,0.25955,0.336201,0.196119,1.36492852732,0.14852924644947052
T0978TS164_4,0.22333179414272308,33.35,T0978,0.343108,0.368073,0.347628,0.39678,0.265921,1.4019705269799998,0.1308864951133728
